,lifetime_gross
4256,11128309
4257,13670733
4258,145794338
4259,132072926
4260,6199600
4261,3065921
4262,13728902
4263,126293452
4264,308552
4265,9285189
4266,40227006
4267,5136759
4268,4412297
4269,1557771
4270,51432760
4271,190418803
4272,11412414
4273,304909
4274,28442574
4275,43061982
4276,104454762
4277,26485
4278,307631
4279,12918858
4280,30354442
4281,1594779
4282,17322606
4283,35168966
4284,64956806
4285,213307889
4286,16990825
4287,1439232
4288,240093
4289,2891288
4290,3540307
4291,20458340
4292,40388794
4293,227966634
4294,227966634
4295,1048950
4296,1048950
4297,85846429
4298,14018296
4299,26235081
4300,1184096
4301,94874
4302,114909
4303,19184820
4304,116325
4305,80334
4306,1471911
4307,10720
4308,19734940
4309,4420080
4310,40390647
4311,4160475
4312,20666
4313,31597131
4314,16930185
4315,12764657
4316,119664
4317,21278
4318,21278
4319,145396
4320,164386
4321,231879
4322,69467617
4323,62134225
4324,65673233
4325,10626725
4326,18926
4327,418807
4328,70569
4329,1480
4330,17124395
4331,35701
4332,75782105
4333,14036406
4334,25296447
4335,4777465
4336,18531
4337,8041049
4338,19740070
4339,22518097
4340,25029569
4341,14143280
4342,41778863
4343,41778863
4344,14904910
4345,14904910
4346,16453258
4347,15369573
4348,6948859
4349,4916135
4350,14492
4351,39799191
4352,39799191
4353,217244
4354,624757
4355,14307963
4356,30307416
4357,18306166
4358,18306166
4359,18306166
4360,18306166
4361,7073251
4362,7073251
4363,7073251
4364,7073251
4365,3098776
4366,215449
4367,57806952
4368,57806952
4369,11422
4370,4059680
4371,11252650
4372,516726
4373,127223418
4374,50547998
4375,814666
4376,814666
4377,64389
4378,6835856
4379,712446
4380,249204
4381,249204
4382,97220
4383,25581229
4384,93149898
4385,773228
4386,15430
4387,1435016
4388,336620
4389,2415396
4390,2011497
4391,9890597
4392,589244
4393,2268181
4394,1132112
4395,8571374
4396,56556
4397,56556
4398,299171
4399,6488114
4400,6488114
4401,6488114
4402,9823934
4403,605562
4404,27363891
4405,11715637
4406,6532619
4407,19161999
4408,16357770
4409,21576018
4410,2751988
4411,97552
4412,17844216
4413,25440
4414,59166
4415,10727683
4416,2063196
4417,517872
4418,133058
4419,5853194
4420,3048997
4421,9866
4422,466664
4423,15565363
4424,15935068
4425,29121498
4426,29121498
4427,94213184
4428,64892670
4429,46918287
4430,14155617
4431,22762571
4432,40716963
4433,4454295
4434,4454295
4435,6892098
4436,6892098
4437,12000000
4438,7258543
4439,9566593
4440,15578237
4441,492035
4442,8279042
4443,31184024
4444,31184024
4445,13277558
4446,13277558
4447,17583634
4448,6400000
4449,12480249
4450,50427646
4451,5732587
4452,23371905
4453,5504218
4454,2447576
4455,2447576
4456,2154696
4457,12617845
4458,16138
4459,16138
4460,26154211
4461,2863642
4462,150157400
4463,150157400
4464,150157400
4465,14923752
4466,25524778
4467,2032311
4468,26279000
4469,26279000
4470,19501238
4471,19501238
4472,157200
4473,30113491
4474,64255312
4475,3090862
4476,3090862
4477,5350371
4478,201546
4479,43922
4480,25885000
4481,1266828
4482,1305964
4483,167445960
4484,167445960
4485,4389334
4486,33561137
4487,139236327
4488,1379
4489,23520
4490,10410
4491,109130
4492,6630252
4493,116750901
4494,46412
4495,8360
4496,15567860
4497,261988482
4498,1555959
4499,48058
4500,1722119
4501,445367
4502,4245870
4503,44235
4504,44235
4505,44235
4506,44235
4507,1730856
4508,1477071
4509,2807854
4510,15073942
4511,15073942
4512,3702028
4513,1976198
4514,11099118
4515,14492125
4516,14492125
4517,10851261
4518,35610100
4519,2022771
4520,5165432
4521,17569027
4522,36565280
4523,11492915
4524,11492915
4525,11492915
4526,2028612
4527,12850276
4528,10133
4529,160942139
4530,14118751
4531,33253609
4532,811299
4533,12988801
4534,12988801
4535,11871
4536,9285469
4537,23586598
4538,4842259
4539,38176783
4540,2865916
4541,314729
4542,93051
4543,93051
4544,5842603
4545,774469
4546,39103425
4547,32130627
4548,17600423
4549,17600423
4550,22498520
4551,1203794
4552,4296
4553,16714
4554,16714
4555,18062
4556,3256082
4557,5178569
4558,5178569
4559,13111101
4560,1736123
4561,7742572
4562,36821203
4563,36821203
4564,69701637
4565,6118683
4566,6118683
4567,375713
4568,5301539
4569,2977706
4570,2977706
4571,2977706
4572,2977706
4573,19282134
4574,56399184
4575,35081594
4576,94011225
4577,43254409
4578,65016287
4579,1487645
4580,21366
4581,307333
4582,1000
4583,267907
4584,342551365
4585,18944
4586,13084595
4587,21078145
4588,77812000
4589,93354851
4590,10465659
4591,12626043
4592,8217997
4593,8217997
4594,13273595
4595,1501785
4596,15429177
4597,15429177
4598,9888167
4599,17359799
4600,59489799
4601,59489799
4602,1500000
4603,23371
4604,731277
4605,7634909
4606,164615351
4607,164615351
4608,170687518
4609,170687518
4610,41675994
4611,539879
4612,539879
4613,539879
4614,1587173
4615,32572577
4616,30005
4617,2536242
4618,213137
4619,16007718
4620,16007718
4621,56127162
4622,70262
4623,70262
4624,15545431
4625,66934963
4626,36381186
4627,820
4628,7564459
4629,4847
4630,13086430
4631,11690
4632,17953778
4633,394631
4634,6166819
4635,8622757
4636,4968000
4637,25308147
4638,32551396
4639,32551396
4640,378382
4641,8077
4642,296081
4643,21873000
4644,11052713
4645,18225518
4646,18225518
4647,206789
4648,10289
4649,206789
4650,10289
4651,206789
4652,10289
4653,206789
4654,10289
4655,206789
4656,10289
4657,22076772
4658,46961214
4659,52802140
4660,3095506
4661,10067
4662,732393
4663,150277
4664,277845
4665,1474249
4666,1474249
4667,6110000
4668,46708276
4669,199078
4670,6660333
4671,5516140
4672,42914
4673,1515578
4674,8693512
4675,15782759
4676,15782759
4677,5829781
4678,6455330
4679,11897978
4680,5675599
4681,9077269
4682,14000000
4683,14000000
4684,14000000
4685,7241180
4686,12408066
4687,327958
4688,2257307
4689,636796
4690,5588800
4691,5588800
4692,5588800
4693,5588800
4694,5588800
4695,6062898
4696,5672311
4697,7983086
4698,36299720
4699,10413170
4700,9217530
4701,20225989
4702,6668025
4703,6328816
4704,23671186
4705,5979947
4706,5005245
4707,5005245
4708,9056073
4709,5229643
4710,881779
4711,5229643
4712,881779
4713,46509
4714,3583513
4715,8117000
4716,8117000
4717,8117000
4718,16897768
4719,17573594
4720,105813373
4721,60476872
4722,102543518
4723,47901582
4724,549666
4725,254683
4726,449482
4727,4083
4728,51270765
4729,7175592
4730,12049108
4731,37799643
4732,4790801
4733,4790801
4734,3074681
4735,9947631
4736,1432687
4737,11207891
4738,9250301
4739,12882934
4740,19955598
4741,75585093
4742,2199
4743,3052
4744,136170
4745,563711
4746,120601
4747,260523
4748,34712347
4749,1642483
4750,1642483
4751,384048
4752,277646
4753,1656445
4754,4102526
4755,8016708
4756,1221366
4757,13411
4758,105990
4759,132716677
4760,43734876
4761,792200
4762,3663356
4763,6180200
4764,319299
4765,32543449
4766,6886089
4767,6886089
4768,5858
4769,411119
4770,30666
4771,29888235
4772,101704370
4773,101704370
4774,101704370
4775,101704370
4776,11276846
4777,2080046
4778,336396
4779,8600126
4780,33715436
4781,33715436
4782,23103423
4783,15614000
4784,36000000
4785,5519569
4786,5519569
4787,5519569
4788,12184
4789,26793311
4790,31186896
4791,38125247
4792,36105433
4793,1013272
4794,2078661
4795,103401
4796,103401
4797,3560932
4798,225358
4799,1083799
4800,106686
4801,3517797
4802,26736098
4803,46566212
4804,209695
4805,921847
4806,135645823
4807,3802390
4808,104130
4809,23358708
4810,6130049
4811,17781006
4812,67406573
4813,34432201
4814,11689053
4815,4352094
4816,445522
4817,49851591
4818,2059832
4819,3965604
4820,4720371
4821,2527088
4822,17854933
4823,12324660
4824,26285544
4825,21049053
4826,12454768
4827,20240128
4828,20240128
4829,20240128
4830,20240128
4831,12251640
4832,52159536
4833,7491839
4834,3825421
4835,357197
4836,128015
4837,357197
4838,128015
4839,34837
4840,57862
4841,69958
4842,126793
4843,42734455
4844,465310
4845,2377348
4846,141243
4847,1011871
4848,104297061
4849,2542020
4850,57581
4851,735992
4852,306567
4853,306567
4854,306567
4855,160291
4856,126404
4857,14202899
4858,930211
4859,16595791
4860,15101131
4861,38682707
4862,4263112
4863,4226370
4864,4226370
4865,281576461
4866,55365
4867,20305251
4868,11305
4869,127212
4870,242829261
4871,20453431
4872,20453431
4873,1072834
4874,380843261
4875,106128601
4876,106128601
4877,15418790
4878,3119113
4879,127154901
4880,44391
4881,20779666
4882,33131
4883,33131
4884,39123589
4885,39123589
4886,349618
4887,61801971
4888,138608
4889,21202099
4890,23562716
4891,23562716
4892,5050000
4893,6153939
4894,9719952
4895,6263883
4896,119267
4897,119267
4898,23712993
4899,7308786
4900,12282994
4901,750000
4902,1131399
4903,11359129
4904,11511031
4905,52310
4906,26276465
4907,4928883
4908,30940691
4909,39402572
4910,426880
4911,196067
4912,544964
4913,11000
4914,8042
4915,45064915
4916,100830111
4917,11023
4918,23124
4919,66194
4920,88414
4921,88414
4922,17530973
4923,14587732
4924,110332737
4925,110332737
4926,42800000
4927,20883046
4928,30950002
4929,516431
4930,1924733
4931,602329
4932,66000000
4933,132177234
4934,26483452
4935,150371112
4936,10130108
4937,10130108
4938,305413918
4939,66465204
4940,243936
4941,603520
4942,467288
4943,1179035
4944,159338
4945,1420578
4946,138608444
4947,14195227
4948,28082366
4949,14369
4950,8112414
4951,32500
4952,3730409
4953,3730409
4954,33691313
4955,19306362
4956,5585154
4957,5585154
4958,533569
4959,65660196
4960,120277854
4961,354421
4962,1629862
4963,1629862
4964,29813
4965,29813
4966,29813
4967,29813
4968,153256
4969,8000
4970,5451119
4971,882290
4972,104565114
4973,6087542
4974,53169
4975,4890878
4976,3707346
4977,15290
4978,116934650
4979,9081057
4980,3681803
4981,1305915
4982,1305915
4983,2300000
4984,16186793
4985,5123696
4986,58331254
4987,489600
4988,37182494
4989,6010990
4990,3200
4991,60158
4992,60158
4993,540833
4994,47938330
4995,10475705
4996,20307325
4997,32064800
4998,23750000
4999,32064800
5000,23750000
5001,12974636
5002,1080470
5003,201468
5004,18135531
5005,17343596
5006,595505
5007,95242
5008,2275557
5009,2437000
5010,175710
5011,798977
5012,2942
5013,6330000
5014,4218594
5015,74865517
5016,16667084
5017,33833201
5018,35100000
5019,142193
5020,1280490
5021,1054638
5022,61040
5023,536848
5024,4960385
5025,3500
5026,26558
5027,1648818
5028,22219192
5029,15550605
5030,96269
5031,280351
5032,77858
5033,18515
5034,44806
5035,44806
5036,44806
5037,44806
5038,35667218
5039,1492472
5040,254293
5041,10550
5042,172564
5043,113543
5044,8466
5045,22738671
5046,7660806
5047,7660806
5048,7660806
5049,5216
5050,742898
5051,188952
5052,21158188
5053,21158188
5054,36906460
5055,56359780
5056,71646
5057,44585453
5058,24137
5059,37641
5060,76584
5061,10806919
5062,11113806
5063,21142815
5064,20378470
5065,27983
5066,1009700
5067,22765081
5068,5000000
5069,5000000
5070,140872
5071,14358033
5072,29174648
5073,15032800
5074,15032800
5075,137628
5076,8667684
5077,8667684
5078,10000000
5079,3212310
5080,21386011
5081,30250745
5082,42070939
5083,41392
5084,84299
5085,578241
5086,9692135
5087,47726342
5088,43610723
5089,11384
5090,56146
5091,5791328
5092,5791328
5093,400948
5094,777129
5095,7007149
5096,2120439
5097,263107
5098,261718
5099,2279692
5100,17005229
5101,70600000
5102,9398308
5103,4398938
5104,57114049
5105,53443066
5106,6637565
5107,49114016
5108,2783840
5109,6220
5110,21591728
5111,5101
5112,10770
5113,7100000
5114,48143579
5115,101599005
5116,4330020
5117,38348988
5118,7562164
5119,10438504
5120,2554
5121,15014674
5122,543091
5123,919286
5124,919286
5125,60822
5126,3721911
5127,43001500
5128,1745778
5129,1745778
5130,84859
5131,54780
5132,6375979
5133,124693
5134,259486
5135,858250
5136,123509
5137,23369283
5138,1342613
5139,989528
5140,225390
5141,20246790
5142,150445
5143,41088845
5144,41088845
5145,81261177
5146,134600
5147,35554
5148,35554
5149,5739376
5150,217201
5151,90135191
5152,37667746
5153,10249719
5154,35327628
5155,69544
5156,182163
5157,148047
5158,49443628
5159,80571655
5160,30859000
5161,2528664
5162,73060
5163,1315498
5164,1315498
5165,1571504
5166,4750602
5167,4430101
5168,52333738
5169,110003217
5170,85336277
5171,1266955
5172,1266955
5173,337174
5174,2773433
5175,2773433
5176,2773433
5177,20175
5178,115202
5179,316319
5180,316319
5181,139155
5182,8328666
5183,422503
5184,713234
5185,713234
5186,31418697
5187,31418697
5188,85395
5189,316199
5190,316199
5191,5381908
5192,37977
5193,37977
5194,2220008
5195,2220008
5196,8169
5197,139313948
5198,153859
5199,173398518
5200,156000
5201,585604
5202,31046
5203,59696144
5204,11421
5205,2750707
5206,20991364
5207,93927920
5208,7718961
5209,27011180
5210,101149285
5211,101149285
5212,59694580
5213,16290476
5214,6242
5215,60060328
5216,75847266
5217,19481943
5218,7532911
5219,2174622
5220,3588
5221,33878502
5222,28590665
5223,21460601
5224,21460601
5225,1294919
5226,1294919
5227,47624353
5228,1228108
5229,79567667
5230,15856028
5231,27058304
5232,40084041
5233,25895485
5234,25895485
5235,24276506
5236,322871
5237,322871
5238,58500635
5239,17218080
5240,774048
5241,1059071
5242,91457688
5243,34002045
5244,923418
5245,59509925
5246,36144000
5247,7286388
5248,4899194
5249,206952
5250,15379253
5251,22189039
5252,21830957
5253,16057580
5254,44065653
5255,86303188
5256,54731865
5257,54731865
5258,54731865
5259,7535331
5260,524668
5261,7535331
5262,524668
5263,22641969
5264,6933459
5265,1526697
5266,35659098
5267,35659098
5268,35659098
5269,32192570
5270,15260154
5271,4651977
5272,6484246
5273,6484246
5274,15645616
5275,15645616
5276,15645616
5277,66995879
5278,169331
5279,8089290
5280,33086611
5281,1710057
5282,22660758
5283,17307019
5284,6017509
5285,2016851
5286,14560247
5287,10360553
5288,10360553
5289,10360553
5290,63766510
5291,18707466
5292,15861566
5293,15861566
5294,12368234
5295,9085049
5296,9085049
5297,9085049
5298,27187653
5299,125493
5300,22512655
5301,2200276
5302,183266
5303,54830779
5304,57387516
5305,31755742
5306,133122
5307,44999621
5308,31738
5309,17161
5310,17161
5311,7712114
5312,7712114
5313,7712114
5314,7712114
5315,8556940
5316,13236513
5317,2641357
5318,313039
5319,117471
5320,4409328
5321,4409328
5322,4409328
5323,1236844
5324,8291572
5325,9470
5326,15539656
5327,11989
5328,40573
5329,30308417
5330,30308417
5331,30308417
5332,111127263
5333,67436
5334,66809693
5335,21924226
5336,124728738
5337,33832741
5338,11670971
5339,765637
5340,377845905
5341,63860942
5342,31041759
5343,4198566
5344,82157
5345,13040288
5346,34469210
5347,34469210
5348,34469210
5349,138614544
5350,138614544
5351,95636509
5352,53790451
5353,2283914
5354,647054
5355,105090
5356,12195626
5357,17669317
5358,96293
5359,88097164
5360,6491969
5361,6491969
5362,21215059
5363,148959
5364,1270904
5365,20563273
5366,20563273
5367,20563273
5368,20563273
5369,873903
5370,8669847
5371,790000
5372,540000
5373,1238080
5374,3283371
5375,21413502
5376,4168
5377,181600
5378,181600
5379,14110589
5380,1761291
5381,1819912
5382,1819912
5383,5111099
5384,454736
5385,390152
5386,327481748
5387,57938693
5388,17071962
5389,4593598
5390,6489476
5391,10391003
5392,40363810
5393,834685
5394,16703799
5395,64378093
5396,2532228
5397,143121
5398,11299730
5399,1436308
5400,200151
5401,6408791
5402,11710
5403,525955
5404,525955
5405,6650206
5406,13249535
5407,13249535
5408,4601043
5409,141554
5410,11669
5411,19265302
5412,120908074
5413,14470947
5414,108151
5415,108151
5416,108151
5417,351235
5418,2823890
5419,12442673
5420,25205460
5421,25205460
5422,25205460
5423,52000
5424,14760451
5425,131451
5426,5884190
5427,29331068
5428,370782930
5429,5001708
5430,14161590
5431,50961
5432,67303450
5433,257252
5434,257252
5435,257252
5436,24098
5437,24098
5438,18390117
5439,18390117
5440,18390117
5441,11528900
5442,7924955
5443,7924955
5444,7924955
5445,1869148
5446,1869148
5447,1869148
5448,1869148
5449,1869148
5450,23630159
5451,14589444
5452,14589444
5453,14589444
5454,48022900
5455,4434432
5456,421454
5457,4658
5458,235294
5459,7408745
5460,11081586
5461,8000000
5462,59020957
5463,59020957
5464,34400301
5465,32682342
5466,2609
5467,896993
5468,25268157
5469,25268157
5470,5645298
5471,84216833
5472,28909
5473,28909
5474,1535286
5475,86959
5476,86959
5477,59623958
5478,50030461
5479,46437717
5480,46437717
5481,343847
5482,31203964
5483,22918387
5484,16328471
5485,1615328
5486,25032
5487,350391
5488,54523
5489,65500000
5490,65500000
5491,1878561
5492,39437
5493,4288
5494,4288
5495,6486797
5496,168406
5497,26869286
5498,26869286
5499,10609321
5500,8085771
5501,1121744
5502,48782
5503,767373
5504,57231747
5505,77911774
5506,77911774
5507,2922354
5508,10888
5509,13562325
5510,13562325
5511,14379751
5512,17871255
5513,86058055
5514,294758
5515,294758
5516,14071441
5517,120177084
5518,62852
5519,275968
5520,12264319
5521,133378256
5522,216335
5523,2198924
5524,482757
5525,482757
5526,66229
5527,2695
5528,1092911
5529,5696391
5530,12303411
5531,11567449
5532,2281569
5533,3974975
5534,47536778
5535,47536778
5536,2967
5537,2967
5538,2967
5539,2967
5540,241278
5541,43084787
5542,67893619
5543,55432841
5544,38405088
5545,38405088
5546,17487531
5547,2492088
5548,8801940
5549,9493259
5550,311245
5551,14715067
5552,15545943
5553,15545943
5554,15545943
5555,21370057
5556,282310
5557,51718367
5558,47789074
5559,21333333
5560,17768900
5561,9804775
5562,5718573
5563,562187
5564,38590458
5565,12589
5566,12589
5567,12589
5568,12589
5569,26186631
5570,9532895
5571,74007
5572,9873044
5573,1700992
5574,114603
5575,274024
5576,114516
5577,24629
5578,18994653
5579,5086909
5580,587654
5581,374550
5582,27734391
5583,22490039
5584,2545142
5585,17807569
5586,17807569
5587,10853418
5588,58236838
5589,58236838
5590,960385
5591,210200
5592,156918
5593,191125
5594,24204154
5595,169600
5596,309648
5597,11798616
5598,3909002
5599,3909002
5600,100214
5601,100214
5602,100214
5603,2556800
5604,8862354
5605,50750000
5606,169659
5607,72541
5608,10600497
5609,1261000
5610,1272977
5611,4067
5612,4067
5613,4067
5614,15164458
5615,2827107
5616,564632
5617,200920
5618,2380788
5619,25473352
5620,25473352
5621,1029721
5622,1126506
5623,1126506
5624,918239
5625,4030793
5626,5145823
5627,13839404
5628,12097
5629,144008
5630,9585769
5631,334748
5632,98452
5633,14692
5634,2120564
5635,1196336
5636,1514114
5637,6850
5638,68215
5639,68215
5640,68215
5641,68215
5642,94591
5643,7241350
5644,7241350
5645,14648076
5646,1345903
5647,12712
5648,12712
5649,12712
5650,1935539
5651,1935539
5652,112547
5653,78000000
5654,70261052
5655,95836
5656,30038362
5657,4010647
5658,1217084
5659,4694636
5660,4694636
5661,59405
5662,59405
5663,59405
5664,17957265
5665,2367
5666,21750000
5667,43000000
5668,2080321
5669,2080321
5670,2080321
5671,2080321
5672,441226247
5673,186740799
5674,37486512
5675,14190750
5676,365727
5677,1063163
5678,8940582
5679,61439
5680,249541069
5681,4480744
5682,57761012
5683,5166
5684,376612
5685,44540956
5686,14683921
5687,38120905
5688,5310748
5689,5310748
5690,3418141
5691,20419446
5692,63536011
5693,63536011
5694,836156
5695,4906900
5696,3283832
5697,3283832
5698,1382259
5699,1382259
5700,485772
5701,10642
5702,6171763
5703,6804312
5704,10963824
5705,60509
5706,1354268
5707,11536423
5708,688329
5709,2672413
5710,2672413
5711,27441977
5712,43805
5713,5786368
5714,5786368
5715,5844868
5716,5844868
5717,782641
5718,418480
5719,2025328
5720,2025328
5721,36145695
5722,16639799
5723,42000000
5724,24008137
5725,42000000
5726,24008137
5727,360759
5728,360759
5729,114326736
5730,77872883
5731,1341332
5732,70831760
5733,3854624
5734,81001787
5735,81001787
5736,19176754
5737,13456633
5738,8106
5739,8593
5740,43671
5741,73516
5742,73516
5743,251444
5744,41196
5745,128002372
5746,128002372
5747,128002372
5748,305070
5749,257315
5750,8103330
5751,8103330
5752,20146880
5753,49579269
5754,13439
5755,13439
5756,36611066
5757,36611066
5758,36611066
5759,497208
5760,129560
5761,36403064
5762,36403064
5763,26713187
5764,217881
5765,119194771
5766,40050884
5767,389503
5768,9740
5769,9740
5770,92569
5771,4725
5772,28733290
5773,11302884
5774,373585825
5775,314402
5776,5820649
5777,5763875
5778,51882244
5779,85288303
5780,9436390
5781,51438175
5782,144801023
5783,6529624
5784,5438927
5785,18289763
5786,18289763
5787,76729
5788,176241941
5789,40202379
5790,1029872
5791,49468
5792,3417056
5793,1244381
5794,2763020
5795,502237
5796,256264
5797,8141292
5798,111806
5799,1642239
5800,2806881
5801,11000863
5802,4007250
5803,23646952
5804,23646952
5805,1477
5806,1477
5807,1477
5808,1477
5809,403056
5810,11683
5811,6880917
5812,114197520
5813,114197520
5814,26782316
5815,50257
5816,50257
5817,101005703
5818,20698668
5819,285585
5820,256249
5821,95170481
5822,160276
5823,19765868
5824,2041014
5825,58169327
5826,41821986
5827,6347072
5828,32238923
5829,8725813
5830,82936
5831,16136476
5832,11814019
5833,15714234
5834,15714234
5835,13001257
5836,18600000
5837,1781383
5838,87923
5839,1220842
5840,371396
5841,4562778
5842,116428
5843,10090429
5844,32833
5845,32833
5846,766760
5847,7369373
5848,13253715
5849,32003620
5850,51201453
5851,929233
5852,929233
5853,21811187
5854,37762677
5855,17001133
5856,34506
5857,398278
5858,9055921
5859,9055921
5860,67133509
5861,67133509
5862,464275
5863,1339668
5864,16781387
5865,13542874
5866,27634716
5867,27634716
5868,48230162
5869,11000000
5870,8645411
5871,36280697
5872,36280697
5873,11124511
5874,11364985
5875,5679569
5876,49988
5877,7025810
5878,7025810
5879,7191399
5880,160861908
5881,74541707
5882,12785432
5883,10411980
5884,193637
5885,424760
5886,782383
5887,32786074
5888,75076
5889,180503
5890,20093330
5891,1944682
5892,165845
5893,61255921
5894,592014
5895,551281
5896,551281
5897,305281
5898,7739049
5899,12311
5900,11663156
5901,110359362
5902,71503593
5903,71503593
5904,1082715
5905,3775283
5906,4119
5907,201711
5908,143597
5909,143597
5910,143597
5911,358362
5912,56000369
5913,56000369
5914,75331600
5915,5095038
5916,57999
5917,261441092
5918,728921
5919,728921
5920,728921
5921,6140
5922,446955
5923,186493472
5924,10254979
5925,17083732
5926,28331233
5927,40226215
5928,51680613
5929,173008894
5930,5211842
5931,85417988
5932,31425
5933,34297191
5934,73780539
5935,105054
5936,33987757
5937,288552
5938,11050094
5939,125544280
5940,52411906
5941,177525
5942,174318
5943,26890200
5944,280163
5945,7840873
5946,19885552
5947,553504
5948,107099
5949,47370
5950,47370
5951,2589616
5952,51268815
5953,51268815
5954,51268815
5955,51268815
5956,881950
5957,881950
5958,2032
5959,2032
5960,9602
5961,9602
5962,9602
5963,9183673
5964,9183673
5965,879794
5966,708215
5967,708215
5968,53412862
5969,14000000
5970,1100000
5971,1100000
5972,7802450
5973,7802450
5974,82522790
5975,87044645
5976,87044645
5977,87044645
5978,87044645
5979,101648571
5980,1339152
5981,1339152
5982,20642922
5983,271755
5984,271755
5985,620155
5986,620155
5987,1102469
5988,1102469
5989,51079064
5990,31063038
5991,16400000
5992,16400000
5993,8840
5994,8840
5995,25933445
5996,25933445
5997,5011158
5998,15284643
5999,43885000
6000,23488
6001,23488
6002,35649012
6003,28644813
6004,28644813
6005,42313354
6006,16134627
6007,24746
6008,10369581
6009,10375893
6010,1530839
6011,694497
6012,694497
6013,2494480
6014,6472990
6015,5555305
6016,1362303
6017,1362303
6018,13000000
6019,29450919
6020,4300000
6021,2490233
6022,1057368
6023,2193612
6024,876775
6025,12414210
6026,15726
6027,6045647
6028,2491460
6029,5349607
6030,2900
6031,2900
6032,2900
6033,6070794
6034,437547
6035,2123135
6036,60088980
6037,12993175
6038,42160849
6039,7790931
6040,12308521
6041,81963
6042,1579260
6043,3060858
6044,14182492
6045,1119112
6046,2325444
6047,1338198
6048,3076031
6049,1451857
6050,345704
6051,345704
6052,695822
6053,2326860
6054,1417030
6055,76609
6056,6939946
6057,8266343
6058,2346150
6059,205068
6060,26931
6061,26931
6062,26931
6063,24707633
6064,47410827
6065,9243140
6066,15104156
6067,1986433
6068,2060847
6069,24078196
6070,24078196
6071,10873237
6072,10959015
6073,17042
6074,295444
6075,295444
6076,1911542
6077,3989297
6078,922872
6079,146310
6080,2070871
6081,259012
6082,4603929
6083,9480198
6084,904
6085,904
6086,2971661
6087,626057
6088,1050861
6089,3752428
6090,14851083
6091,25682090
6092,39673161
6093,1750301
6094,21413105
6095,3547684
6096,9151887
6097,7294835
6098,4836637
6099,4943279
6100,90091
6101,6742168
6102,6202756
6103,6202756
6104,1890247
6105,21633781
6106,17180393
6107,799856
6108,6739141
6109,6739141
6110,6739141
6111,1640220
6112,4348572
6113,1884814
6114,3323524
6115,58834
6116,3246063
6117,5495507
6118,21429
6119,20031
6120,29296
6121,395105
6122,151068
6123,30626182
6124,190749
6125,7024389
6126,198126
6127,211
6128,5980578
6129,5980578
6130,116799
6131,23946
6132,796681
6133,250899
6134,250899
6135,126373434
6136,126373434
6137,82280579
6138,82280579
6139,60054530
6140,3121
6141,252546
6142,74052
6143,9480
6144,465080
6145,626164
6146,1590
6147,736812
6148,234287
6149,259510
6150,55188
6151,55188
6152,1444588
6153,31177548
6154,31177548
6155,31177548
6156,31177548
6157,148479
6158,148479
6159,18154
6160,18154
6161,18154
6162,131296
6163,96630
6164,2745382
6165,2745382
6166,114882
6167,8190
6168,3072
6169,8190
6170,3072
6171,3733
6172,2902000
6173,25461
6174,46296
6175,46296
6176,46296
6177,46296
6178,28811
6179,442813
6180,22163442
6181,22163442
6182,257412
6183,257412
6184,146490
6185,146490
6186,14904
6187,17528
6188,20264436
6189,20264436
6190,20264436
6191,53715
6192,13031
6193,666327
6194,141211
6195,141211
6196,141211
6197,141211
6198,141211
6199,2591
6200,18279
6201,82916
6202,102471
6203,102471
6204,45289
6205,34393507
6206,34393507
6207,1900451
6208,126684
6209,10304
6210,10304
6211,1563
6212,227986
6213,933637
6214,6028
6215,366301
6216,43017
6217,88560
6218,1117864
6219,15530
6220,118634549
6221,3783
6222,6524389
6223,32014
6224,1043896
6225,1991922
6226,163893
6227,81562942
6228,81562942
6229,30496
6230,33272
6231,543354
6232,460978
6233,2110589
6234,30241
6235,20237
6236,707481
6237,707481
6238,673828
6239,673828
6240,190860
6241,26890041
6242,26890041
6243,6303762
6244,6584159
6245,24391
6246,2104923
6247,42726869
6248,1174079
6249,3635164
6250,3635164
6251,1310470
6252,72708161
6253,30610863
6254,564535
6255,2694071
6256,2339957
6257,1020656
6258,7749851
6259,504256
6260,7749851
6261,504256
6262,7749851
6263,504256
6264,226189
6265,21009180
6266,603951
6267,76231249
6268,4179890
6269,26676
6270,255364
6271,188467
6272,366037
6273,41803
6274,1111061
6275,1222708
6276,17804299
6277,17804299
6278,595071
6279,2276368
6280,110617
6281,159429
6282,5501616
6283,122011
6284,461572
6285,100492203
6286,58202
6287,35120
6288,23530892
6289,206459076
6290,241914
6291,24020403
6292,6318709
6293,1576231
6294,45806659
6295,279261160
6296,708776
6297,164308
6298,28791
6299,34424
6300,48116322
6301,417120
6302,56386759
6303,5655459
6304,18761993
6305,15520
6306,1560700
6307,84471
6308,1299985
6309,6321392
6310,6321392
6311,14205021
6312,86980
6313,2044892
6314,16785
6315,156188
6316,156188
6317,1373728
6318,91578
6319,4096030
6320,31651
6321,228767
6322,16361885
6323,129135
6324,24409722
6325,49772522
6326,67264877
6327,7343032
6328,7343032
6329,87385
6330,142562
6331,15357
6332,95204
6333,95204
6334,5509040
6335,82674398
6336,51100486
6337,51100486
6338,51100486
6339,46752382
6340,31726995
6341,684118
6342,28444855
6343,28444855
6344,2680717
6345,2341309
6346,6424112
6347,734519
6348,184890
6349,346297
6350,17790
6351,21589
6352,113069
6353,4711096
6354,468867
6355,49048
6356,74631
6357,179495555
6358,18098433
