,lifetime_gross
8496,50701325
8497,50701325
8498,33644788
8499,8525600
8500,46488
8501,46488
8502,119550
8503,119550
8504,119550
8505,119550
8506,2052466
8507,111728
8508,516517
8509,20930
8510,304616
8511,9300000
8512,17630465
8513,14566
8514,166980
8515,7227038
8516,7227038
8517,7227038
8518,7227038
8519,6196
8520,39291
8521,6176
8522,9706328
8523,47059963
8524,47059963
8525,1044143
8526,90759676
8527,4033574
8528,8030
8529,8030
8530,95347692
8531,33745
8532,60974475
8533,24652021
8534,37490007
8535,17010170
8536,1576702
8537,81768
8538,53032453
8539,3359
8540,9309
8541,116372
8542,1852050
8543,168643
8544,30247
8545,294014
8546,10547117
8547,77222099
8548,5127
8549,415004880
8550,2930687
8551,31445012
8552,31445012
8553,6531503
8554,8628
8555,176865
8556,238736787
8557,19716
8558,19716
8559,102042
8560,217277
8561,173599
8562,11799
8563,1025228
8564,1025228
8565,109895
8566,32308
8567,300531751
8568,4360548
8569,336467
8570,16100
8571,131772187
8572,16131
8573,30647
8574,9645
8575,9645
8576,9645
8577,75764672
8578,75764672
8579,52000688
8580,246078
8581,251513985
8582,11018
8583,11018
8584,292576195
8585,162001186
8586,63150991
8587,63150991
8588,100544
8589,100688
8590,318623
8591,20811365
8592,26064
8593,118311368
8594,181039
8595,3622
8596,73026337
8597,100280
8598,675299
8599,1154476
8600,27156
8601,453507
8602,453507
8603,453507
8604,26167002
8605,31162545
8606,119219978
8607,5114
8608,346730
8609,346730
8610,3981
8611,14457
8612,13514
8613,103068524
8614,31524275
8615,1044039
8616,25572
8617,73544
8618,7376
8619,118206
8620,1514558
8621,123570
8622,281447
8623,14739
8624,7320323
8625,3697
8626,3644
8627,25003155
8628,9176933
8629,20677
8630,170943
8631,133411
8632,1475746
8633,208023
8634,208023
8635,208023
8636,11183
8637,233007
8638,403952
8639,125400
8640,41034350
8641,61821
8642,61821
8643,61821
8644,61821
8645,61821
8646,61821
8647,35606376
8648,81680
8649,81680
8650,27779426
8651,52467
8652,57805
8653,26593646
8654,18262
8655,31160
8656,288751
8657,36661504
8658,35893537
8659,35893537
8660,60128566
8661,515065
8662,96962694
8663,92186262
8664,58401464
8665,80574010
8666,617334
8667,617334
8668,408983
8669,57468
8670,1755212
8671,52328080
8672,52474616
8673,135026
8674,135026
8675,135026
8676,55675313
8677,17896
8678,184705
8679,112313
8680,6363628
8681,754301
8682,230600
8683,3457
8684,102645
8685,560391
8686,46029
8687,12134935
8688,59713955
8689,33601190
8690,973
8691,25702053
8692,3237343
8693,3248246
8694,1810078
8695,1810078
8696,4312735
8697,176113
8698,237301
8699,6783129
8700,55125
8701,113568
8702,20099
8703,2434652
8704,18254
8705,707945
8706,60298
8707,60298
8708,28044
8709,21648
8710,1963
8711,118919
8712,68353
8713,100370
8714,30158
8715,1330894
8716,1008098
8717,14744435
8718,198600
8719,13737
8720,13737
8721,26258
8722,24572
8723,24572
8724,613308
8725,613308
8726,3625
8727,504030
8728,3954651
8729,84752907
8730,68723
8731,32746941
8732,22554
8733,100539043
8734,18335230
8735,148415853
8736,106954678
8737,9000000
8738,541992
8739,850
8740,8733
8741,184292
8742,25584504
8743,25584504
8744,25584504
8745,1373975
8746,21148651
8747,1785645
8748,108589
8749,145526
8750,5101237
8751,138797449
8752,200821936
8753,200821936
8754,544890
8755,544890
8756,93617009
8757,106524
8758,17808
8759,102737
8760,453377
8761,88335
8762,802535
8763,1042959
8764,7200
8765,16075
8766,21393620
8767,286409
8768,26185
8769,53744
8770,27865571
8771,104386950
8772,391674
8773,67631157
8774,236347
8775,52296
8776,41072
8777,41072
8778,112102
8779,2214
8780,69915
8781,69915
8782,144022
8783,28041
8784,582024
8785,76185
8786,10433
8787,10433
8788,90066
8789,3205706
8790,3205706
8791,52823
8792,52823
8793,30212620
8794,4441272
8795,1110509
8796,17419
8797,65793
8798,68765
8799,129210
8800,23240020
8801,2229058
8802,5430
8803,38960
8804,54543
8805,54543
8806,148438600
8807,207473
8808,1058803
8809,8780
8810,68795
8811,40548
8812,453993
8813,915728
8814,304020
8815,4817770
8816,39440655
8817,13304
8818,19202743
8819,100246011
8820,272040
8821,19632
8822,28540
8823,11710
8824,11710
8825,43820
8826,1095369
8827,62645
8828,187716
8829,18838812
8830,1232228
8831,98780042
8832,98780042
8833,98780042
8834,2701859
8835,5666340
8836,13500
8837,2430627
8838,2430627
8839,64918
8840,64918
8841,14890
8842,24827228
8843,50000
8844,56558
8845,2105078
8846,51950
8847,100240551
8848,10824
8849,29683
8850,320486
8851,112036
8852,12232
8853,48475290
8854,706546
8855,20521
8856,274092705
8857,274092705
8858,68339
8859,62713
8860,2616
8861,60336
8862,356149
8863,23186769
8864,23186769
8865,27813
8866,157961
8867,157961
8868,79249455
8869,338987
8870,531685
8871,518017
8872,158898
8873,138788
8874,70662220
8875,2618
8876,58009200
8877,33047633
8878,33047633
8879,1055416
8880,1055416
8881,5006
8882,24441725
8883,13000
8884,37729698
8885,3033623
8886,20218921
8887,23209310
8888,6861102
8889,37031
8890,22729
8891,189416
8892,37412945
8893,44348
8894,3763583
8895,3763583
8896,1500000
8897,10721033
8898,123477607
8899,6928068
8900,62495645
8901,277943
8902,277943
8903,277943
8904,52476
8905,45060734
8906,19490041
8907,55100437
8908,83552429
8909,80768
8910,62173
8911,13000
8912,9069
8913,21392758
8914,170295
8915,493296
8916,303064
8917,111551
8918,100119
8919,15513
8920,194721
8921,898137
8922,5304920
8923,37662162
8924,37662162
8925,37915414
8926,327716
8927,54712227
8928,36392502
8929,49918
8930,281350
8931,10000
8932,1710
8933,46782
8934,225341
8935,1612430
8936,54009150
8937,977772
8938,10179275
8939,32869
8940,3574
8941,11553
8942,52698535
8943,102541
8944,108085305
8945,2119994
8946,30800
8947,21620
8948,802778
8949,40259119
8950,55366
8951,92234
8952,38180928
8953,143619809
8954,143619809
8955,352428
8956,3030848
8957,719556
8958,181030624
8959,155475
8960,19800
8961,155475
8962,19800
8963,155475
8964,19800
8965,155475
8966,19800
8967,155475
8968,19800
8969,155475
8970,19800
8971,24452
8972,1810
8973,13164
8974,3013
8975,139034
8976,139034
8977,61613
8978,58709717
8979,514237
8980,16013
8981,16013
8982,15428747
8983,246574
8984,32977
8985,1188194
8986,141358
8987,209837675
8988,2279543
8989,81381
8990,81381
8991,83451
8992,24036
8993,43853424
8994,39046489
8995,169106725
8996,72210
8997,970816
8998,241071802
8999,56817045
9000,13303319
9001,254464305
9002,67519
9003,128203
9004,636706
9005,3524826
9006,1118634
9007,98548
9008,10921
9009,37300107
9010,37300107
9011,50135
9012,132596
9013,132596
9014,1514942
9015,1024175
9016,4430765
9017,63012
9018,20389
9019,7212
9020,165249063
9021,146408305
9022,467602
9023,467602
9024,25423
9025,25423
9026,20684
9027,5529
9028,2711643
9029,2711643
9030,5790894
9031,127004179
9032,24719879
9033,42273
9034,509
9035,15811
9036,9206470
9037,9206470
9038,116601172
9039,11514
9040,68224452
9041,100292856
9042,352390543
9043,35608245
9044,21596445
9045,15700729
9046,11523
9047,124167
9048,57744720
9049,7704
9050,80360843
9051,117538559
9052,191452396
9053,944979
9054,1015671
9055,15514
9056,77389
9057,12135
9058,244951
9059,244951
9060,244951
9061,244951
9062,14044
9063,14044
9064,543646
9065,1532594
9066,114507
9067,114507
9068,114507
9069,21527
9070,48764
9071,267965
9072,15084
9073,15084
9074,539792
9075,1348205
9076,176654505
9077,84351197
9078,13843771
9079,113794
9080,5360274
9081,26748
9082,26692846
9083,14351
9084,100028
9085,58099
9086,29066
9087,142614158
9088,1186538
9089,55802754
9090,26004
9091,1818910
9092,1818910
9093,1818910
9094,43073
9095,31133
9096,29185
9097,25107267
9098,275000
9099,18369
9100,18369
9101,18369
9102,50433
9103,34023
9104,110507
9105,45759
9106,46714
9107,24816118
9108,883887
9109,71471
9110,176760185
9111,655802
9112,41232
9113,41232
9114,41232
9115,37081475
9116,169708112
9117,37053924
9118,1279
9119,237181
9120,666557
9121,42587643
9122,127564
9123,11538204
9124,478710
9125,85526
9126,38538188
9127,24046682
9128,24046682
9129,1321194
9130,382946
9131,33098
9132,33245
9133,36665854
9134,1510026
9135,101270
9136,3185812
9137,10130219
9138,154521
9139,25517
9140,411184
9141,36000
9142,13707
9143,13707
9144,568662
9145,568662
9146,137885
9147,282448
9148,1104682
9149,1759252
9150,1759252
9151,22270
9152,13826
9153,8020
9154,9662284
9155,75658097
9156,548115
9157,5091888
9158,75605492
9159,46380
9160,611709
9161,143355
9162,3108485
9163,1591034
9164,1591034
9165,308566
9166,43712
9167,7099055
9168,5704709
9169,13657115
9170,17309
9171,16738
9172,16738
9173,40962534
9174,5107
9175,29063
9176,25124966
9177,26875
9178,54645
9179,168226
9180,35014192
9181,56391
9182,152408
9183,44671682
9184,44671682
9185,454121
9186,63285885
9187,63285885
9188,63285885
9189,1730296
9190,77998
9191,41045
9192,40294
9193,258223
9194,9075
9195,865915
9196,153148
9197,120712
9198,85468508
9199,10687
9200,4038912
9201,6298
9202,77247
9203,22321
9204,2990625
9205,1738692
9206,696921
9207,37520095
9208,143480
9209,46495
9210,46495
9211,5354039
9212,104028807
9213,68945
9214,211440
9215,15375
9216,8305970
9217,28087155
9218,28087155
9219,151305
9220,143979
9221,18435
9222,45154
9223,9862
9224,14011084
9225,21302340
9226,220038
9227,1200010
9228,4370
9229,538690
9230,4463292
9231,78046570
9232,37306030
9233,137921
9234,137921
9235,137921
9236,137921
9237,77591831
9238,30680
9239,69171
9240,14100000
9241,14100000
9242,44544
9243,73864507
9244,841733
9245,83504017
9246,74158157
9247,69816
9248,1361512
9249,1126525
9250,1126525
9251,32771
9252,223880
9253,101475
9254,122961
9255,8464
9256,66099
9257,11362
9258,107325195
9259,82584160
9260,3395391
9261,3395391
9262,88631237
9263,79884879
9264,13109815
9265,14600347
9266,48381
9267,350864
9268,46425
9269,46425
9270,7693187
9271,71158
9272,71158
9273,7406
9274,30441326
9275,30441326
9276,31847881
9277,82635
9278,659483
9279,47718
9280,972512
9281,64006466
9282,46462469
9283,1037071
9284,17186
9285,5043
9286,9489829
9287,85028192
9288,6700035
9289,6700035
9290,408010692
9291,448139099
9292,113203870
9293,186848418
9294,252788
9295,480941
9296,757195
9297,512
9298,512
9299,512
9300,7721852
9301,16311571
9302,54544638
9303,54544638
9304,209397903
9305,75624550
9306,21443494
9307,12008
9308,133110742
9309,3014696
9310,28468
9311,7251073
9312,69136
9313,69136
9314,69136
9315,303877
9316,317831
9317,9677
9318,635325
9319,4975
9320,769552
9321,5073
9322,4584
9323,53261944
9324,32788
9325,32788
9326,304052
9327,30932113
9328,4029
9329,72286779
9330,350524
9331,30017992
9332,22464
9333,43600
9334,233380
9335,233380
9336,5677
9337,5677
9338,5677
9339,74474
9340,163488
9341,3519
9342,183637894
9343,183637894
9344,312187
9345,30000
9346,51580236
9347,18620000
9348,29792
9349,29792
9350,29792
9351,44883
9352,15198912
9353,31056
9354,18942396
9355,1124966
9356,1124966
9357,129579
9358,11263
9359,51879
9360,51879
9361,126085
9362,9750
9363,178008
9364,178008
9365,129150
9366,21766
9367,29874
9368,17687709
9369,157782
9370,157782
9371,411746
9372,49876377
9373,1041455
9374,311434
9375,143986
9376,59100
9377,583455
9378,78396
9379,20157300
9380,459836
9381,1430241
9382,64014
9383,2529395
9384,13472
9385,35397
9386,1785
9387,9512
9388,125014030
9389,16814
9390,6840
9391,103860290
9392,4224
9393,2959
9394,9269
9395,18759
9396,170276
9397,2647
9398,543100
9399,301718
9400,301718
9401,301718
9402,301718
9403,11882
9404,51774002
9405,109427
9406,35556
9407,5357328
9408,39522
9409,707885
9410,4373074
9411,719823
9412,21087
9413,309973
9414,11682205
9415,11682205
9416,34522221
9417,7204138
9418,70012847
9419,54760791
9420,73078100
9421,167508
9422,17921
9423,739561
9424,2659
9425,4168528
9426,373420
9427,9216
9428,138447667
9429,4269426
9430,9528
9431,12522
9432,12522
9433,12522
9434,12522
9435,14326864
9436,21242
9437,10357
9438,5909483
9439,2552478
9440,1008455
9441,9047981
9442,525
9443,83670083
9444,40311
9445,72689
9446,22029
9447,122082
9448,57011521
9449,42073277
9450,498584
9451,122550
9452,16413
9453,1791780
9454,698210
9455,24544
9456,24544
9457,2007758
9458,30905
9459,12754783
9460,44338224
9461,44338224
9462,64935167
9463,64935167
9464,65422625
9465,19996
9466,95000
9467,46412041
9468,60291
9469,7615
9470,183920
9471,34665
9472,151840
9473,1804139
9474,28835528
9475,229556
9476,4033
9477,4373
9478,91547205
9479,60457138
9480,501360
9481,61794
9482,38399
9483,37295394
9484,51251
9485,79727149
9486,759
9487,832
9488,61759
9489,56491
9490,549001
9491,59650222
9492,22826
9493,76398
9494,10352
9495,1891936
9496,155332381
9497,408015
9498,1355079
9499,18119640
9500,253874
9501,126477084
9502,2848578
9503,1078826
9504,4115
9505,1239692
9506,24565
9507,17450535
9508,17450535
9509,45512466
9510,1069334
9511,45469
9512,145808
9513,17479
9514,134461
9515,87727
9516,763556
9517,18450127
9518,28972764
9519,4010957
9520,216391482
9521,200558
9522,1636190
9523,62031
9524,62031
9525,237283207
9526,237283207
9527,120462
9528,41152203
9529,16685867
9530,37519139
9531,1014071
9532,273870
9533,38518613
9534,7078738
9535,218815487
9536,7396
9537,113721571
9538,150886
9539,744296
9540,262030663
9541,161321843
9542,12795746
9543,12434778
9544,369129
9545,285468
9546,35353000
9547,633210
9548,1987762
9549,540152
9550,2540106
9551,346669
9552,16901
9553,2377
9554,215026
9555,1926
9556,304360277
9557,86907746
9558,4876
9559,2401999
9560,17739
9561,92612
9562,56003051
9563,49008662
9564,251200
9565,75688
9566,23203
9567,21886
9568,6035
9569,20275446
9570,51854875
9571,37400127
9572,376512
9573,3010
9574,2266067
9575,3696196
9576,49130154
9577,206088
9578,4936819
9579,8405
9580,447954
9581,11494838
9582,65001093
9583,106709
9584,582
9585,66486205
9586,319285
9587,36931089
9588,11919250
9589,35412
9590,3325038
9591,531997
9592,534100
9593,20183
9594,42345531
9595,35763137
9596,100343
9597,252603
9598,16377274
9599,16377274
9600,16377274
9601,16377274
9602,13414714
9603,7919574
9604,595018
9605,390024
9606,41003371
9607,100345
9608,32476
9609,17742948
9610,641100
9611,23889
9612,790421
9613,790421
9614,139854287
9615,693286
9616,510334
9617,1546761
9618,53953
9619,102388
9620,3000
9621,2450867
9622,2062027
9623,4534
9624,1517410
9625,1517410
9626,25326071
9627,15433
9628,1413480
9629,35291068
9630,35291068
9631,48086903
9632,3669
9633,12728
9634,148313048
9635,34972
9636,200227
9637,715983
9638,136025503
9639,15024049
9640,25342
9641,105018
9642,327345
9643,13080
9644,5474
9645,210752
9646,310154
9647,60332
9648,336386
9649,132055
9650,6853
9651,2609412
9652,701278
9653,5194
9654,53900335
9655,66896620
9656,66896620
9657,212094
9658,7889
9659,5383
9660,25888412
9661,28102
9662,27108272
9663,53810
9664,105710
9665,103318
9666,17529157
9667,352810
9668,148671
9669,6002756
9670,45290318
9671,17669
9672,15026056
9673,898317
9674,135228
9675,6002451
9676,2749
9677,376597
9678,16392
9679,44852
9680,189422889
9681,946461
9682,132092958
9683,93772375
9684,124987023
9685,20984
9686,15634090
9687,1285918
9688,50394
9689,5310554
9690,30668
9691,44830
9692,670086
9693,63595
9694,1562546
9695,3259
9696,3358
9697,355391
9698,6739492
9699,219407
9700,18869
9701,13377
9702,101700
9703,33042
9704,182207973
9705,646
9706,3361
9707,3361
9708,3838
9709,71968
9710,203373
9711,7413
9712,10033
9713,103412758
9714,72
9715,89237
9716,5860
9717,110313
9718,35074677
9719,10047674
9720,137815
9721,137815
9722,6008677
9723,76908
9724,1002895
9725,13746
9726,135739
9727,22740
9728,1013902
9729,1013902
9730,303003568
9731,50292
9732,6376145
9733,20998
9734,22180
9735,1832541
9736,21496
9737,28808
9738,117047
9739,95720716
9740,60255
9741,1328467
9742,4636169
9743,4636169
9744,66380662
9745,240381
9746,58510
9747,58510
9748,41113
9749,270207
9750,37134215
9751,5719
9752,80070736
9753,162805434
9754,67544505
9755,19019882
9756,610792
9757,14567
9758,9213
9759,25752
9760,83566
9761,17390770
9762,17390770
9763,46623
9764,18000
9765,77267296
9766,77267296
9767,141951
9768,85974
9769,18618
9770,325653
9771,6842058
9772,6842058
9773,6000
9774,21577
9775,38898
9776,36280
9777,26650
9778,1862086
9779,21579
9780,5750
9781,126663600
9782,126663600
9783,34341945
9784,46000903
9785,2519190
9786,336
9787,2886225
9788,5133027
9789,13093
9790,2521
9791,32033
9792,40041683
9793,31420
9794,13957
9795,116476
9796,7035585
9797,124919
9798,38691
9799,1017579
9800,151114
9801,2293798
9802,139059
9803,12050299
9804,71628180
9805,71628180
9806,444098
9807,19701164
9808,26042
9809,1012973
9810,21267
9811,100616
9812,60818
9813,1294
9814,246112
9815,21154
9816,338803
9817,342667
9818,8840453
9819,8939
9820,67966
9821,17616641
9822,191826
9823,9342
9824,19001
9825,61782
9826,164247
9827,88212
9828,2432
9829,2301839
9830,279735
9831,14056
9832,26608
9833,105095
9834,156996
9835,3310031
9836,43756
9837,43756
9838,43756
9839,7461
9840,4868
9841,9124
9842,2216
9843,2216
9844,190022
9845,134506920
9846,2415727
9847,45350
9848,970325
9849,5964
9850,67349198
9851,118925
9852,118925
9853,70544
9854,71349120
9855,157508
9856,5460
9857,296359
9858,8114627
9859,366377
9860,598668
9861,42930462
9862,18704595
9863,18704595
9864,17418667
9865,150275
9866,65187603
9867,15179302
9868,122523060
9869,1714221
9870,422853
9871,10895295
9872,187168425
9873,42423
9874,179091
9875,3346265
9876,1109276
9877,4956
9878,34657
9879,22537881
9880,14124284
9881,10400
9882,51872378
9883,98925640
9884,228004
9885,60064
9886,260586
9887,22836
9888,22836
9889,422
9890,422
9891,271327
9892,389757
9893,14693
9894,21403519
9895,704
9896,6997
9897,47305
9898,66171
9899,10152
9900,5206
9901,81881
9902,18007317
9903,16778
9904,471842
9905,15941
9906,274675
9907,5563663
9908,93995
9909,671372
9910,2328743
9911,2328743
9912,2328743
9913,9747
9914,65082
9915,89107235
9916,89107235
9917,89107235
9918,95020213
9919,100202
9920,7924
9921,1436900
9922,32015787
9923,239056
9924,127257
9925,2861020
9926,6594959
9927,409013994
9928,104810
9929,21590086
9930,63564
9931,2651
9932,285885
9933,212940
9934,4141
9935,3003
9936,663
9937,113800
9938,228778661
9939,44672764
9940,14752
9941,1600145
9942,4896094
9943,779188
9944,112200072
9945,28563
9946,238679850
9947,107518682
9948,1331747
9949,9812
9950,4069826
9951,1165882
9952,6878
9953,7643
9954,60522097
9955,117723989
9956,356582
9957,10759
9958,10759
9959,15760
9960,38493
9961,2638
9962,201395
9963,291045518
9964,1315590
9965,21819348
9966,1159336
9967,717205
9968,64473115
9969,552959
9970,4946445
9971,11268
9972,5845732
9973,5845732
9974,268492764
9975,641
9976,14057
9977,2436
9978,4308
9979,177802
9980,2732
9981,101802906
9982,100035
9983,202359711
9984,93050117
9985,384473
9986,1005800
9987,1066471
9988,22664
9989,125687
9990,368061265
9991,73103784
9992,26004851
9993,312954
9994,159582188
9995,159582188
9996,242707
9997,147070
9998,685839
9999,92181
10000,39192
10001,21833
10002,6854611
10003,1065881
10004,414437
10005,105998
10006,29634
10007,8377
10008,81071
10009,13272113
10010,60630
10011,1627955
10012,16101339
10013,1636731
10014,858591
10015,35067
10016,33618855
10017,37884
10018,8088
10019,39881
10020,169181
10021,32846
10022,137400141
10023,3434
10024,83028128
10025,132556852
10026,19085
10027,343341
10028,8785
10029,75612460
10030,418379
10031,40634
10032,57387
10033,20584
10034,793815
10035,33405481
10036,2852400
10037,15312
10038,56825
10039,6950
10040,17981
10041,68559554
10042,71017784
10043,2459895
10044,102041
10045,1720325
10046,100144
10047,205139
10048,150394119
10049,133668525
10050,128195
10051,56573
10052,28795985
10053,42025135
10054,90288712
10055,50075
10056,2073582
10057,7385015
10058,7385015
10059,7385015
10060,5209580
10061,16131410
10062,44536
10063,31165421
10064,28663
10065,332306
10066,36128
10067,55824
10068,561457
10069,396519
10070,15322921
10071,5307960
10072,1775316
10073,41254705
10074,210975
10075,18494006
10076,402088
10077,318982
10078,27740
10079,81757
10080,81757
10081,288545
10082,44467206
10083,342941
10084,5750401
10085,5750401
10086,31313
10087,8348
10088,3836
10089,3952
10090,20296
10091,4347648
10092,809
10093,67421
10094,17646
10095,61002302
10096,11330849
10097,2159041
10098,1327149
10099,1013100
10100,380594
10101,4463841
10102,60729
10103,21507
10104,583633
10105,46720
10106,6508
10107,25000
10108,25000
10109,39185
10110,1463
10111,413903
10112,8888355
10113,4842778
10114,4842778
10115,1659542
10116,1659542
10117,6334
10118,174496
10119,18164
10120,4917
10121,16057
10122,24525
10123,24525
10124,24525
10125,17654912
10126,98003
10127,17550872
10128,24477704
10129,518342
10130,303187
10131,302458
10132,19316646
10133,2199787
10134,85154
10135,594
10136,14928
10137,418392
10138,19781
10139,653651
10140,1205273
10141,164620
10142,119793567
10143,16775
10144,16775
10145,2871956
10146,43040
10147,95000
10148,274245
10149,107100855
10150,1803064
10151,1803064
10152,1803064
10153,1803064
10154,16136
10155,21905
10156,8008161
10157,34411
10158,475104
10159,21569509
10160,9417
10161,25135965
10162,40081
10163,217883
10164,21540363
10165,3255008
10166,16973715
10167,7965
10168,14400
10169,171962
10170,63946
10171,63946
10172,56671993
10173,2098
10174,97170
10175,100184
10176,246094
10177,4362
10178,112449
10179,6263670
10180,207853
10181,96868
10182,2685453
10183,126150
10184,126150
10185,126150
10186,61737191
10187,24084
10188,143369
10189,1367024
10190,1367024
10191,206362140
10192,829
10193,27298285
10194,18215
10195,18215
10196,12189
10197,154120
10198,79772
10199,60213
10200,1378591
10201,157201
10202,22080
10203,9017
10204,3804
10205,174197
10206,55750480
10207,298347
10208,63914167
10209,696241
10210,11186
10211,11787127
10212,33443
10213,8445
10214,8445
10215,37709979
10216,21488481
10217,70525195
10218,3827060
10219,424668047
10220,258366855
10221,38362475
10222,38362475
10223,30664106
10224,11650
10225,2191534
10226,3400
10227,2075
10228,52761
10229,52761
10230,52761
10231,18295
10232,37743
10233,62027
10234,13235319
10235,116900694
10236,20158898
10237,274299
10238,274299
10239,8323085
10240,37738810
10241,174945
10242,6850
10243,6147
10244,1671377
10245,72125
10246,150117807
10247,19003
10248,302645
10249,8533973
10250,8533973
10251,122742
10252,49852
10253,125095601
10254,8942
10255,383294
10256,83301580
10257,137042
10258,4404
10259,4438
10260,27000
10261,7117
10262,7117
10263,127352707
10264,814906
10265,91302
10266,91302
10267,4563650
10268,22887
10269,13062708
10270,13062708
10271,141108
10272,11894
10273,90519
10274,9409538
10275,607
10276,13199
10277,1323312
10278,7282
10279,1323312
10280,7282
10281,1323312
10282,7282
10283,1323312
10284,7282
10285,57474
10286,81497
10287,29807260
10288,245756
10289,24296
10290,24296
10291,175705
10292,32462372
10293,1879534
10294,2509
10295,2509
10296,23701
10297,4235151
10298,723593
10299,2553002
10300,35271
10301,34377585
10302,34377585
10303,4438438
10304,335359
10305,42172
10306,338523
10307,200036
10308,31736
10309,134938200
10310,50577412
10311,150947895
10312,429477
10313,15821461
10314,22424195
10315,18642
10316,8437
10317,42606
10318,42606
10319,48390
10320,157937
10321,3827466
10322,47211
10323,262075
10324,23899
10325,51301
10326,152791
10327,2869425
10328,19075290
10329,75143
10330,1008726
10331,33232
10332,5885
10333,13371528
10334,28307
10335,412563408
10336,412563408
10337,412563408
10338,13959
10339,13959
10340,78031620
10341,11403
10342,8253
10343,4845724
10344,4380
10345,4380
10346,123854
10347,59081
10348,18929
10349,13347
10350,373605
10351,25368
10352,257706
10353,12600231
10354,5948
10355,9572
10356,243550
10357,16971
10358,4115
10359,4916
10360,27513
10361,59301324
10362,92384
10363,6547
10364,71906
10365,5741
10366,5741
10367,356000
10368,38106
10369,22555
10370,26068955
10371,188020017
10372,30697999
10373,92168600
10374,92168600
10375,21252
10376,89661
10377,66680
10378,869838
10379,4105
10380,56574
10381,3123963
10382,59424
10383,342922
10384,111506430
10385,43577636
10386,29273
10387,3322127
10388,7779614
10389,59700064
10390,285151
10391,1189612
10392,1189612
10393,127958
10394,12027
10395,376050
10396,376050
10397,317324
10398,2411145
10399,1770082
10400,259766572
10401,6871
10402,54915
10403,34096
10404,101200044
10405,101200044
10406,64251541
10407,16880
10408,138991
10409,116037
10410,306061
10411,230880
10412,13809
10413,18848538
10414,51183113
10415,523511
10416,52164
10417,583664
10418,2340
10419,2340
10420,2760
10421,2760
10422,59478
10423,256242
10424,276497
10425,1938
10426,8509867
10427,28842237
10428,7529
10429,2627209
10430,4218
10431,202853933
10432,24529
10433,3600006
10434,23115
10435,27695246
10436,60755732
10437,427418
10438,1000000
10439,131538435
10440,180590
10441,17780194
10442,3769873
10443,23022309
10444,91443253
10445,5842961
10446,17329486
10447,2225098
10448,7791979
10449,91401
10450,20396829
10451,6250994
10452,1375769
10453,23219748
10454,10730
10455,647280
10456,4187
10457,10726630
10458,11020375
10459,3806930
10460,10429707
10461,21818
10462,233921534
10463,18464
10464,59209
10465,258384
10466,767732
10467,5565
10468,8462027
10469,31424003
10470,42534
10471,9802
10472,46294610
10473,16170632
10474,17702
10475,39819
10476,241410378
10477,507463
10478,14947
10479,53837
10480,293680
10481,266588
10482,43139300
10483,16214
10484,100206256
10485,12077
10486,195042377
10487,36457627
10488,145088
10489,849521
10490,10347
10491,108118
10492,27054
10493,3430018
10494,7429
10495,7018189
10496,14836
10497,71712
10498,350741
10499,191719337
10500,158549
10501,101530738
10502,12396
10503,177002924
10504,42340598
10505,15123
10506,27595
10507,67421
10508,25352281
10509,65182182
10510,47047013
10511,176979
10512,176979
10513,176979
10514,245439076
10515,1514782
10516,645186
10517,56092
10518,6940
10519,59165787
10520,327452
10521,2410776
10522,64489
10523,84525432
10524,9365
10525,964413
10526,282358
10527,13092000
10528,13092000
10529,13092000
10530,167767189
10531,810454
10532,120980
10533,208545589
10534,6305
10535,74918
10536,14615
10537,2146999
10538,42937
10539,15160801
10540,64698
10541,64698
10542,38543473
10543,336472
10544,71962800
10545,2171257
10546,333176600
10547,7182
10548,560592
10549,39322544
10550,730530
10551,1685269
10552,3576
10553,6701
10554,17237855
10555,3591299
10556,55301
10557,6783
10558,55708
10559,2880537
10560,32286
10561,38934842
10562,22620
10563,68243
10564,14904384
10565,23043
10566,88273
10567,12578
10568,1114423
10569,16469
10570,44581
10571,10539326
10572,7750
10573,50251
10574,54240821
10575,24956
10576,116044
10577,47387723
10578,208693
10579,4077333
10580,4077333
10581,45090374
10582,13769
10583,21525
10584,82390774
10585,35647
10586,9221
10587,125106
10588,50474843
10589,53714
10590,1436243
10591,67268835
10592,67268835
10593,67268835
10594,102617
10595,134049
10596,48713
10597,6382924
10598,2756333
10599,2756333
10600,10501
10601,265452
10602,513447
10603,1373
10604,1373
10605,52823
10606,11021
10607,6092
10608,1021398
10609,169976
10610,10724389
10611,279558
10612,5284309
10613,56386
10614,2995527
10615,12356
10616,102427862
10617,13302
10618,292470
10619,7734
10620,26307600
10621,247159
10622,4013786
10623,17727
10624,1066981
10625,201700
10626,102757
10627,1359497
10628,1359497
10629,40400
10630,2429989
10631,5571497
10632,16627
10633,25018119
10634,33821
10635,36026
10636,50837305
10637,1075178
10638,1075178
10639,1075178
10640,109089
10641,20944
10642,350126372
10643,1826705
10644,1826705
10645,2968
10646,7865
10647,110763
10648,150564
10649,150564
10650,173948
10651,84273813
10652,146702
10653,1750
10654,30312
10655,18612
10656,56280355
10657,16697
10658,6399
10659,200393
10660,56773
10661,68372
10662,2507201
10663,3469224
10664,67533
10665,67533
10666,26766213
10667,43037835
10668,47119388
10669,44903
10670,18202
10671,44137712
10672,727594
10673,66954149
10674,78400
10675,78400
10676,78400
10677,78400
10678,12897
10679,83882
10680,50856010
10681,32381217
10682,39324
10683,222527828
